identifier,identifier 2,subject_name 1,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_name 6,publisher,placeOfOrigin 1,placeOfOrigin 2,placeOfOrigin 3,placeOfOrigin 4,date_publication,subject_geographic 1,subject_topical 1,subject_topical 2,subject_topical 3,object_in_context_url,item_type,form,date_text,date_single_start,date_end,date_qualifier,public_note,rights,collection_title,collection_identifier,shelf_locator,record_source,repository,language,title,project_title,abstract,name,role
spc_4207,0012_000067_000551_0001,Werner News Agency,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",,,http://kiva.lib.utk.edu/spc/items/show/4207,still image,photographs | http://vocab.getty.edu/aat/300046300,1900 - 1930,1900,1930,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Residences on Kingston Pike,Special Collections Online,"Charles McClung built Kingston Pike in 1792. He also commissioned the first home to be built along the Pike, which he named ""Statesview."" Over the years, other wealthy Knoxvillians built more homes along the road, including Drury P. Armstrong's ""Crescent Bend"" (1832), Robert H. Armstrong's ""Bleak House"" (1856), and J.E. Lutz's ""Westwood"" (1890). Although the Pike has been heavily developed during the 20th century, some portions retain their original residential character.",,
spc_4342,0012_000067_000686_0001,"World's Fair of 1982 (Knoxville, Tenn.) | http://id.loc.gov/authorities/names/n82114257",,,,,,,,,,,,,Knoxville (Tenn.)--Fairs,Exhibitions--Tennessee--Knoxville,,http://kiva.lib.utk.edu/spc/items/show/4342,still image,photographs | http://vocab.getty.edu/aat/300046300,1982-05-01 - 1982-10-31,1982-05-01,1982-10-31,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 9","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,World's Fair Entrance (Red Gate) and Neyland Stadium,Special Collections Online,"The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982. W. Stuart Evans was the original visionary behind the event, which he intended to attract business to central Knoxville and away from suburban shopping malls. This concept excited Mayor Kyle Testerman, and he appointed banker Jake Butcher to head a committee to investigate the feasibility of such an event. The Knoxville International Energy Exposition, Incorporated (KIEE) was formed in 1976 and Exposition bankers gradually acquired the 67 acre fair site near downtown Knoxville. The fair itself attracted about 11 million visitors, but did not achieve Evans' larger goal, as the event did not spur any major downtown redevelopment.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4653,0012_000177_000210_0001,"King, Welby Matthew, 1919-1991",,,,,,,,,,,,,"World War, 1939-1945--Participation--United States",Soldiers--South Dakota,,http://kiva.lib.utk.edu/spc/items/show/4653,still image,photographs | http://vocab.getty.edu/aat/300046300,1942,1942,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",World War II Collection,MS.2012,"Box 8, Folder 75","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,1st Lieutenant King and Staff Sergeant Lyle Haug in Africa,Special Collections Online,Snapshot of 1st Lieutenant Welby Matthew King and Staff Sergeant Lyle Howard Haug of the 109th Engineer Battalion taken during the unit's service in Africa. King (1919-1991) went on to serve in Korea and later settled in southern California. Haug (1918-2002) was a graduate of Madison Normal and taught elementary school in South Dakota before the war.,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4937,cw0118142,,,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4937,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 1, Folder 18","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Pencil Drawn Town Sketches,Special Collections Online,"Landscape, pencils","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4250,0012_000067_000594_0001,,,,,,,,,,,,,,Tennessee River--Pictorial Works,Knoxville (Tenn.)--Pictorial Works,,http://kiva.lib.utk.edu/spc/items/show/4250,still image,photographs | http://vocab.getty.edu/aat/300046300,1954 - 1968,1954,1968,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 7","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Tennessee River Industry,Special Collections Online,One of the industrial complexes located on the Tennessee River east of downtown Knoxville.,"Robertson, Ernest Bryan, 1928- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3852,0012_000107_000276_0001,"Brown, Clarence, 1890-1987 | http://id.loc.gov/authorities/names/n85151871",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3852,still image,photographs | http://vocab.getty.edu/aat/300046300,1939,1939,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","Clarence Brown Collection, 1920-1970",MS.0702,"Box 13, Folder K2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Brown using his own camera on the set of ""Idiot's Delight""",Special Collections Online,"Clarence Brown using his own camera on the set of ""Idiot's Delight."" The movie (based on the play of the same name by Robert Sherwood) stars Clark Gable as entertainer Harry Van. Van and his partner Madame Zuleika (Laura Hope Crews) have developed a ""psychic"" act in which Van gives the blindfolded Zuleika cues that allow her to accurately describe a member of the audience. Zuleika becomes so drunk, however, that she confuses her prompts (even when reminded loudly from offstage by Irene Fellara) and the couple are booed off stage. Years later, Van and Fellara (Norma Shearer) meet in a hotel in Geneva and a series of antics ensue. The pair's shallow lives provide a vivid counterpoint to a world on the brink of war.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4467,0012_000128_000295_0001,Scopes Trial,"Scopes, John Thomas | http://id.loc.gov/authorities/names/n79041823","Bryan, William Jennings, 1860-1925 | http://id.loc.gov/authorities/names/n80044871","Robinson, Wallace Clarke, 1920-1995","Robinson, Frank Earle, 1881-1957","Robinson, Frank Earle, 1881-1957",,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4467,still image,photographs | http://vocab.getty.edu/aat/300046300,1925,1925,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","W.C. Robinson Collection of Scopes Trial Photographs, circa 1925, circa 1976",MS.1091,"Box 1, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Empty Courtroom,Special Collections Online,"Scopes Trial Photographs, circa 1925, A-73 (30A), Empty Courtroom",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4420,0012_000128_000248_0001,Scopes Trial,"Scopes, John Thomas | http://id.loc.gov/authorities/names/n79041823","Bryan, William Jennings, 1860-1925 | http://id.loc.gov/authorities/names/n80044871","Robinson, Wallace Clarke, 1920-1995","Robinson, Frank Earle, 1881-1957","Robinson, Frank Earle, 1881-1957",,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4420,still image,photographs | http://vocab.getty.edu/aat/300046300,1925,1925,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","W.C. Robinson Collection of Scopes Trial Photographs, circa 1925, circa 1976",MS.1091,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Group of People around man,Special Collections Online,,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3514,0012_000106_000285,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3514,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 1, Folder 9","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Dr. Morgan and others in the fields,Special Collections Online,"Dr. Morgan shows some of the Boys how to pose for a field picture. Jackson, 1924 by R. H. Milton","Milton, R. H. | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3520,0012_000106_000291,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3520,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 1, Folder 10","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Perry Jones,Dr. J.D. Hoskins,W.W. Deming",Special Collections Online,"Dr. J.D. Hoskins (center), Perry Jones (left)-uncle of Dr. Hoskins' wife, W.W. Deming (right) father-in-law of Dr. Hoskins.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3578,0012_000106_000349,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3578,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 4, Folder 3","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"UTK Athletics, early 1900's",Special Collections Online,"UTK Athletics, early 1900's",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3568,0012_000106_000339,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3568,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 3, Folder 15","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,U.T. Cheerleader,Special Collections Online,U.T. Cheerleader in front of a bonfire,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4346,0012_000067_000690_0001,"World's Fair of 1982 (Knoxville, Tenn.) | http://id.loc.gov/authorities/names/n82114257",,,,,,,,,,,,,Knoxville (Tenn.)--Fairs,Exhibitions--Tennessee--Knoxville,,http://kiva.lib.utk.edu/spc/items/show/4346,still image,photographs | http://vocab.getty.edu/aat/300046300,1982-05-01 - 1982-10-31,1982-05-01,1982-10-31,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 9","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,World's Fair Grounds (near the base of the Sunsphere),Special Collections Online,"The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982. W. Stuart Evans was the original visionary behind the event, which he intended to attract business to central Knoxville and away from suburban shopping malls. This concept excited Mayor Kyle Testerman, and he appointed banker Jake Butcher to head a committee to investigate the feasibility of such an event. The Knoxville International Energy Exposition, Incorporated (KIEE) was formed in 1976 and Exposition bankers gradually acquired the 67 acre fair site near downtown Knoxville. The fair itself attracted about 11 million visitors, but did not achieve Evans' larger goal, as the event did not spur any major downtown redevelopment.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4247,0012_000067_000591_0001,,,,,,,,,,,,,,Tennessee River--Pictorial Works,"Knoxville (Tenn.)--Buildings, structures, etc.",,http://kiva.lib.utk.edu/spc/items/show/4247,still image,photographs | http://vocab.getty.edu/aat/300046300,1954 - 1968,1954,1968,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 7","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Tennessee River Industry,Special Collections Online,View of the south bank of the Tennessee River. This photograph shows one of the industrial complexes located east of downtown Knoxville.,"Robertson, Ernest Bryan, 1928- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4036,0012_000067_000380_0001,,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Knoxville (Tenn.)--Aerial Views,,http://kiva.lib.utk.edu/spc/items/show/4036,still image,photographs | http://vocab.getty.edu/aat/300046300,09/17/63,1963-09-17,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 4","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Ariel View of Downtown Knoxville,Special Collections Online,"Ariel view of Knoxville, Tennessee taken from the south side of the Tennessee River. Among the structures visible are the Gay Street Bridge, the Andrew Johnson Hotel, and the Hamilton Bank Building.","University of Tennessee, Knoxville. Photographic Center | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4936,cw0118141,,,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4936,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 1, Folder 18","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Pencil Drawn People Walking,Special Collections Online,"Landscape, pencils","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3581,0012_000106_000352,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3581,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 4, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,1922 Track Team,Special Collections Online,1922 Track Team Estes Kefauver is 4th from left on the 2nd row,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4760,0012_000296_000252,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4760,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Young Couple by a Fence,Special Collections Online,[first part of notation is obscured] I visited and is lots better looking than his picture,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4682,0012_001231_000202_0001,"Creekmore, Betsey Beeler, 1915- | http://id.loc.gov/authorities/names/n50018867",,,,,,,,,,,,,Knoxville (Tenn.)--History | http://id.loc.gov/authorities/subjects/sh00007640,,,http://kiva.lib.utk.edu/spc/items/show/4682,still image,photographs | http://vocab.getty.edu/aat/300046300,1916,1916,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Betsey B. and David D. Creekmore Collection,MS.2841,"Box 38, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Mary Olivia Rawls (Mills) Hoskins and Betsey Olivia Beeler,Special Collections Online,"Mary Olivia Rawls was born to William and Susan (Dickason) Rawls on a plantation near Commerce Landing, Mississippi on January 8, 1842. Her parents died shortly after she was born, and she was adopted by Captain John Mills and his wife. The family moved to East Tennessee, where Mary Mills attended Dr. Park's seminary in Rogersville and graduated from the East Tennessee Female Institute. She married William Patton Hoskins (1838-1902) on September 26, 1860, and the couple had seven children: Leila Susan, Nellie Temple, James Dickason, Lynn Wood, Horace Mills, Bessie Olivia, and Mary Margaret. Bessie Hoskins married Ulysses Beeler in 1897, and the couple had one child, Betsey, in 1915. Mary Rawls Mills Hoskins died in 1917 in Knoxville, Tennessee.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3983,0012_000067_000327_0001,,,,,,,,,,,,,,Knoxville (Tenn.)--Pictorial Works,"Knoxville (Tenn.)--History--Civil War, 1861-1865",,http://kiva.lib.utk.edu/spc/items/show/3983,still image,photographs | http://vocab.getty.edu/aat/300046300,1865,1865,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 4","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Panorama of Knoxville, Tennessee",Special Collections Online,"This section of T.M. Schleier's panorama of Knoxville, Tennessee shows the westernmost part of the city as it appeared shortly after the Civil War. The image includes the University of Tennessee, the Fort Sanders area, and the Tennessee River.","Schleier, T.M. (Theodore M.) | URI: http://id.loc.gov/authorities/names/n2003126748 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3596,0012_000106_000367,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3596,still image,photographs | http://vocab.getty.edu/aat/300046300,07/12/60,1960-07-12,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 4, Folder 36","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Art Education,Special Collections Online,,"Robertson, Ernest B., Jr. | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4755,0012_000296_000247,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4755,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"[unclear], Dunbar, Skelley, Ramer, Stephenson, Essig",Special Collections Online,"Six people outside leaning on a rail; Left to right-, Homer [unclear], Earl Dunbar, Verna Skelley, ,Jeanette Ramer, ,Harry Stephenson, Virginia Essig",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4051,0012_000067_000395_0001,,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Knoxville (Tenn.)--Aerial Views,,http://kiva.lib.utk.edu/spc/items/show/4051,still image,photographs | http://vocab.getty.edu/aat/300046300,1954,1954,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 4","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,View of South Fort Sanders,Special Collections Online,"View of South Fort Sanders, looking toward the University of Tennessee's ""Hill."" The University of Tennessee razed most of the structures in this area when it expanded its campus westward in the 1960s.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4784,0012_000296_000276,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4784,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Mr Hardy & Daughter Mae,Special Collections Online,"Mr Hardy & Daughter Mae, at his home in 1962.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4791,0012_000296_000283,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4791,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Post Office at Ruskin, Tennessee",Special Collections Online,"Post Office at Ruskin, Tennessee, Postmaster Tyrus H. Hardy, about 1909 or 1910, dad ran a gristmill in this small building behind the post office, a doctor Logans once lived in this house also a Rev; Morelock",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4518,0012_000463_000244_0001,,,,,,,,,,,,,,"Plants, Ornamental | http://id.loc.gov/authorities/subjects/sh85103022",,Gardens--Tennessee--Knoxville--History--20th century--Photographs,http://kiva.lib.utk.edu/spc/items/show/4518,still image,photographs | http://vocab.getty.edu/aat/300046300,1930 - 1939,1930,1939,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Slide 31, Mrs. A. F. Sanford, (New Number = 48)",Special Collections Online,Glass slide photo of garden stone wall and gate.,Jim Thompson Company | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4698,0012_001391_000208_0001,Civilian Conservation Corps (U.S.). Tennessee,,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4698,still image,photographs | http://vocab.getty.edu/aat/300046300,1935,1935,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",CCC Camp Chapman Photographs,MS.3071,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Group Portrait of Camp David C. Chapman Personnel,Special Collections Online,"Camp David C. Chapman (CCC Company 1460) was established in Sevierville on June 2, 1933. Its members worked on projects (including building bridges and fire towers) in the Great Smoky Mountains National Park.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4348,0012_000067_000692_0001,"World's Fair of 1982 (Knoxville, Tenn.) | http://id.loc.gov/authorities/names/n82114257",,,,,,,,,,,,,Knoxville (Tenn.)--Fairs,Exhibitions--Tennessee--Knoxville,,http://kiva.lib.utk.edu/spc/items/show/4348,still image,photographs | http://vocab.getty.edu/aat/300046300,1982-05-01 - 1982-10-31,1982-05-01,1982-10-31,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 9","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,World's Fair Grounds (showing the Technology and Lifestyle Center and the International Court of Flags),Special Collections Online,"The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982. W. Stuart Evans was the original visionary behind the event, which he intended to attract business to central Knoxville and away from suburban shopping malls. This concept excited Mayor Kyle Testerman, and he appointed banker Jake Butcher to head a committee to investigate the feasibility of such an event. The Knoxville International Energy Exposition, Incorporated (KIEE) was formed in 1976 and Exposition bankers gradually acquired the 67 acre fair site near downtown Knoxville. The fair itself attracted about 11 million visitors, but did not achieve Evans' larger goal, as the event did not spur any major downtown redevelopment.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3886,0012_000067_000230_0001,,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Knoxville (Tenn.)--Hospitals,,http://kiva.lib.utk.edu/spc/items/show/3886,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1856,1996,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Beverly Hills Sanatorium,Special Collections Online,View of the Beverly Hills Sanatorium on Tazewell Pike.,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4745,0012_000296_000237,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4745,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Large House,Special Collections Online,Large House,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3900,0012_000067_000244_0001,"Blount, William, 1749-1800 | http://id.loc.gov/authorities/names/n84136128",,,,,,,,,,,,,Knoxville (Tenn.)--History | http://id.loc.gov/authorities/subjects/sh00007640,,Knoxville (Tenn.)--Politics and governments,http://kiva.lib.utk.edu/spc/items/show/3900,still image,photographs | http://vocab.getty.edu/aat/300046300,1926 - 1965,1926,1965,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,William Blount Mansion,Special Collections Online,"William Blount (who signed the US Constitution and served as the Governor of the Territory of the United States South of the Ohio River) and his wife Mary commissioned this home in 1792. In addition to its impressive size, the home boasted a number of features not commonly seen on the frontier, including hardwood floors and glass windows. A group of women led by Mary Boyce Temple led a campaign to preserve Blount Mansion in the early 1920s, and the house became a museum in 1925. It was declared a National Historic Landmark in 1965.",,
